col_1,create_age(months),expiry_age(months),update_age(days),URL,Label
2767,-1,8,142,http://hams-page.2fh.co/account/Archive/index.htm...,1
390,235,53,69,http://www.complinet.com/...,0
3147,14,-2,8,http://www.aircashng.com/creat/zzz/d529300367bd826ef3ee4201eb45d722/...,1
4978,-1,-1,-1,http://www.algarroboahora.cl/mop/confirm.htm...,1
5739,150,30,189,http://www.fitnesolution.com/...,0
4039,-1,-1,-1,http://www.jurnalmts.unsyiah.ac.id/wp-admin/images/css/...,1
3437,262,1,269,http://p-ol.tripod.com/...,0
3919,-1,-1,-1,https://www.tektiktattoosupply.be/...,0
3511,109,11,33,http://pregina.com/photo/home/...,1
2578,158,10,461,http://chilton-broadcast.com/images/prepelita/michitamen/albaca/mergem...,1
1088,124,8,486,http://alliance2121.com/DB/3/btinternet/genericlogin.php?genericlogin....,1
5102,185,5,225,http://www.eriecivicmusic.com/...,0
3391,131,13,34,http://chocopologie.com/...,0
1380,160,8,125,http://ellaroo.com/...,0
4955,104,16,166,http://www.devguli.com/blog/wp-includes/js/jquery/ui/www.usaa.com/Logi...,1
2622,-1,-1,-1,http://www.www1.taiwannation.com.tw/libraries/compat/cornell/login/ine...,1
4554,44,16,268,http://www.cloverhillcapital.com/admin/garyspeed/9aa5dd4d761d14c2cdfed...,1
2130,209,43,396,http://physics.about.com/od/quantumphysics/gr/QuantumEnigma.htm...,0
6784,205,23,47,http://www.plausiblefutures.com/...,0
4796,-1,-1,-1,http://sichererlogin-3233-2449.paypal.de-sicherheitszentrumlog.cf/3240...,1
3213,203,13,5,http://www.in-cites.com/research/2001/oct_15_2001-2.html...,0
5688,213,51,257,http://www.finderseeker.com/...,0
2168,18,6,184,http://www.locasporlosbesosavon.com/Doc/...,1
4232,239,85,794,http://profit.ndtv.com/...,0
4175,4,8,70,http://icctips.com/small/vr1Up000wejhuweUSDYAH00MAIL.html...,1
4068,7,5,222,http://oyuny.com/wp-content/themes/Boutique/cache/confirm-your-account...,1
2760,209,7,174,http://www.chocolates-elrey.com/...,0
2407,-1,-1,-1,http://www.goldplay.com.au/update/home/login.html...,1
2486,193,23,3,http://india.bbcentertainment.com/...,0
4273,179,1,55,http://www.successfulselfemployment.com/...,0
6745,7,5,222,http://www.oyuny.com/wp-content/themes/Boutique/cache/confirm-your-acc...,1
35,-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/norm...,1
4973,-1,-1,-1,http://jnzbtb.cn/images?amp%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%5C%...,1
3073,280,8,191,http://compilers.iecc.com/...,0
4034,-1,-1,-1,http://hongkongfoodparadise.ch/wp-includes/css/Zone1/login.php?.portal...,1
5520,196,44,522,http://camqtly.oxfordjournals.org/...,0
4881,174,42,5309,http://www.tensports.com/...,0
4821,-1,-1,-1,http://staffkita.blogspot.co.il/index.html...,1
1287,190,2,324,http://www.rtigujarat.org/...,0
571,218,6,185,http://www.hotplatters.com/...,0
363,-1,-1,-1,http://www.jalkavakimuseo.fi/includes/busines...,1
1710,-1,-1,-1,http://fb-confirm-page.at.ua/security-confirmation-page.html...,1
445,61,11,47,http://ellistair-fonn.com/loggs/USAA/...,1
5269,239,1,188,http://elmwoodinn.com/...,0
6943,237,3,310,http://www.missgrimble.com/...,0
4411,189,63,18,http://www.perlier.com/...,0
4150,61,11,22,http://www.gkjx168.com/images?http://us.battle.net/login/http://dyfdzx...,1
517,-1,-1,-1,http://harbiyeacikhava.com/autnumgmail/yahoo/i.php?rand=13InboxLightas...,1
5552,-1,-1,-1,https://www.direkt-buchungen.de/bin/drop/connect_i.php...,1
5974,114,6,223,http://www.avestaexports.com/verify/adobe/pdf-login.html...,1
3249,-1,-1,-1,http://bama.ua.edu/~cricket/learncricket.htm...,0
4722,216,24,1123,http://www.teasetc.com/...,0
729,-1,-78,-1,http://www.neeri.res.in/...,0
6516,52,8,143,http://support-advert-info.twomini.com/adv/Re-Confim.Htm...,1
6549,215,37,347,http://www.dilettante.com/...,0
1293,219,57,174,http://www.stonecreekcoffee.com/...,0
6544,202,38,167,http://www.awesomestories.com/...,0
1720,44,16,268,http://cloverhillcapital.com/admin/garyspeed/c005a1fa35097e34c70ddc614...,1
5079,-1,-1,-1,http://apcs.edu.pl/images/dz.html...,1
3424,22,2,179,https://akcealumni.com/indexs.html...,1
3680,13,11,43,http://greenaura.net/appz.westpac/westpac.appz/...,1
6328,275,1,277,http://www.primerica.com/...,0
6087,214,98,479,http://www.greaterkashmir.com/...,0
4403,187,77,245,http://en.wikipedia.org/wiki/Leicester_City_F.C....,0
14,-1,-1,-1,http://www.rockdaledrivingschool.com.au/BOA/Signin.htm...,1
4891,-1,-1,-1,http://resolutionservicehelp.gq/webapps/4ec01/websrc...,1
978,172,56,116,http://www.adventuresincoffee.com/...,0
1679,97,4,254,http://glorifyhimnow.com/boa/Bankofamerica/security.php...,1
6828,156,12,732,http://www.aestheticamagazine.com/...,0
2268,7,5,214,http://www.itbaribd.com/wp-includes/pomo/wr/cd...,1
2062,262,1,269,http://mathemajik.tripod.com/article/mathematics.html...,0
2764,170,70,165,http://www.argotea.com/...,0
3108,-1,-1,-1,http://m.neaoo.es.tl/...,1
894,170,22,328,http://www.silvertipstea.com/...,0
5581,-1,-1,-1,http://www.eloahair.com.br/Zone1/...,1
913,41,79,325,http://kacose.com/davisconstruction/367a41db37afb01f509e387d8c7c36d2...,1
3352,222,6,313,http://lists.topica.com/lists/undernet-math/...,0
4960,-1,-1,-1,http://www.puntoygoma.cl/wp-includes/pomo/drop/Dropbox/dropbox/...,1
3864,168,48,218,http://www.bmsbusinesscentre.com/...,0
6163,194,58,1065,http://www.spectacleremoval.com/...,0
2441,95,1,332,http://www.soccerpie.com/liverpool-latest-news.html...,0
1795,2,10,15,http://www.ab388.xyz/...,1
3613,198,6,211,http://www.tacktech.com/...,0
5654,53,7,150,http://acaprensa.com/libraries/openid/dc404/imp/1/7c4fed2f5892c793d9c1...,1
3309,-1,-1,-1,http://blackdiamondsemporium.co.za/gallery/Zone1/...,1
2093,82,2,72,http://moonvinedesigns.com/Ads/ado/msw/source/verification.php...,1
3230,52,7,151,http://funnyidcard.com/n3yt/WaL0e/4!@_1.php...,1
688,-1,-1,-1,http://equipament.equipamentosac.com.br/dropNew2016/iz.php...,1
5721,-1,-1,-1,http://newprojecters.com/cruise/...,1
6043,-1,-1,-1,http://www.workdynamics.co.za/wp-admin/wellsfargoz/wellsfargoz/verify....,1
1210,207,33,181,https://www.stargreen.com/...,0
4689,211,77,1281,http://revolutiontea.com/...,0
6482,245,19,16,http://www.soundwaves.com/...,0
5539,208,8,1154,http://www.estatetea.com/...,0
6723,71,13,22,http://emdintegration.com/noclient/online/?bidderblocklogin&amp;hc=1&a...,1
6229,21,3,275,http://paypal-verif.onet.domains/app/mail/confirmation/g95kxv179okdcni...,1
283,-1,-1,-1,http://www.pudforallseasons.com.au/...,0
1606,-1,-1,-1,http://www.ingdirect.it.randomstring.quovadisconsultores.cl/secureingd...,1
2324,175,5,1706,http://www.lsbodyjewelry.com/...,0
67,-1,-1,-1,http://46.4.34.205/velo/tmp/v/...,1
6236,39,21,117,http://carsfor1500.com/wp-includes/theme-compat/dropbox/dropbox/index....,1
205,-1,-1,-1,http://wellsfargoweb.net/7cf488455837a1cb1c724424e73e9c1b/...,1
522,124,56,182,http://www.thechicagocouncil.org/...,0
4733,-1,-1,-1,http://ispeakfrench.com.au/wp-temp/ivxn...,1
63,-1,-1,-1,http://www.mitek.co.zw/libraries/course/mycours.htm...,1
3989,97,59,34,http://www.creativesweettreats.com/...,0
6053,218,10,1229,http://www.resumesbydesign.com/...,0
2041,52,8,118,http://aridfoods.com/V4/MGen/F97a8a294cf7c5e90ac925a6fdb110db0/?dispat...,1
2007,-1,-1,-1,http://www.mazda.co.jp/...,0
3732,-1,-1,-1,http://www.fotografaemsaopaulo.com.br/wp-admin/js/gdoc/e069bf42ab31aba...,1
6193,-1,-1,-1,http://agenda.wehrensarl.ch/libraries/joomla/hollyuk/hollyuk/10d82/dir...,1
5527,172,68,745,http://www.waterfrontrecords.com/...,0
